wmt_article_id,wmt_line_number,exp_item_number,src,human,mt,spam
ifeng0812.news.49767542_0,1033,U-29,全国道德模范提名奖、原山林场党委书记孙建博说，雷锋精神传承着时代的真善美，是一项符合社会主义价值体系的长久事业。,"The spirit of Leifeng is the symbol of truth, rightness and beauty of our ear, a long-term course fitting in socialist values, said  Mr. Sun Jianbo, the Finalist Winner of National Moral Model and former Secretary of Party Committee of Shan LinChang.","Sun Jianbo, who was nominated for the National Moral Model Award and former party secretary of the Mountain Forest Yard, said the Lei Feng spirit inherits the truth, goodness and beauty of the times and is a long-term undertaking that conforms to the socialist value system.",
ifeng0812.news.49767006_0,927,U-30,去年，在巴西的“绿地投资”(到国外投资设厂的投资模式)为179亿美元，同比减少了2.1%。,"Last year, Brazil's ""Green Field Investment"" (scale of investment in overseas facilities) amounted to 17.9 billion USD, which was a 2.1% reduction compared to the same period last year.","Last year, ""greenfield investment"" in Brazil (the investment model for investing in plants abroad) was $17.9 billion, a decrease of 2.1 per cent year-on-year.",
ifeng0812.news.49767202_0,987,U-31,“社交网络具有低成本、传输速度快、多人同时交流等特点，符合当代大学生的需求。”,"""The characteristics of social networks include being low-cost, having fast transmission rates, and allowing many people to interact simultaneously. This suits the needs of contemporary university students.","""Social networking has the characteristics of low cost, high transmission speed and multiple people communicating at the same time, which meets the needs of contemporary college students.""",
ifeng0812.news.49766908_0,921,U-32,最后，我们要加强社会保障的兜底作用。,"Finally, we must strengthen miscellaneous provisions and functions of social programs.","Finally, we should strengthen the role of social security.",
ifeng0812.news.49767202_0,995,U-33,“不同身份的人有了同样发言的权利和效率，现实生活中的种种社交顾虑，在网络空间似乎都一下消除。”,"""People of different status are given the same rights to speech and the same voice. Various social taboos in real life seem to disappear in the online world.""","""People of different identities have the right and efficiency to speak the same way, and social concerns in real life seem to be dispelled in cyberspace.""",
ifeng0812.news.49766908_0,906,U-34,近十年来，国务院前后共发布过5次淘汰过剩与落后产能的通知。,"For nearly 10 years, the State Council of the People's Republic of China have announced 5 notices for eliminating redundant and obsolete production capacities.","Over the past decade, the State Council has issued a total of five times before and after the elimination of excess and backward production capacity.",
ifeng0812.news.49766908_0,915,U-35,第三，如果目前进度比较慢的一些省份要在下半年赶进度，它们可能会面临较大的风险。,"Third, if some of the provinces which are currently progressing at a slower rate expect to catch up in the second half, they would face bigger risks.","Third, some provinces that are currently making slower progress may be at greater risk if they are to catch up in the second half of the year.",
ifeng0812.news.49767202_0,993,U-36,“可以在自己方便愿意的时候回复朋友，因为有很多斟酌字句的时间，表述也能更清楚。”,"""You may reply to a friend when you are willing at a time that is convenient for you to do so because there is plenty of time for you to deliberate the wordings, and you can also express yourself more clearly.""","""You can reply to a friend when it's convenient for you, because you have a lot of time to think about words and you can express them more clearly.""",
sina0812.news.doc-ifxuxhas1750585,1747,U-37,属于底层劳工的守法出租车司机，却要与违法却不受限制的Uber竞争，感到被当局欺骗。,"Law-abiding taxi drivers are considered lower class workers, but they feel deceived by the government now that they have to compete with illegal and unrestricted Uber drivers.","Law-abiding taxi drivers, who belong to the bottom labour force, have to compete with Uber, which is illegal but not restricted, and feel cheated by the authorities.",
ifeng0812.news.49765988_0,790,U-38,从国内情况看，整个经济还处在调整的关键阶段，调整的阵痛在释放，经济面临不小的下行压力，所以有些指标有些波动。,"Domestically, the entire economy is still going through adjustments, and some adverse reactions to this adjustment have surfaced. Some indicators may fluctuate as the economy faces significant downward pressure.","Domestically, the economy as a whole is still in the crucial stage of adjustment, the pain of adjustment is being released and the economy is facing considerable downward pressure, so some indicators are somewhat volatile.",
ifeng0812.news.49767414_0,1019,U-39,首席运营官张礼明则表示，将全球优质外教师资和服务与学生端相连，家长们再也不用舟车劳顿，将宝贵的时间用于接送孩子了。,"Chief Operating Officer Zhang Liming said however that by linking global quality foreign teachers and services with students, parents will no longer have to tire themselves and waste precious time picking up and dropping off their children.","Zhang Liming, chief operating officer, said that by connecting the world's top quality foreign teachers and services to their students, parents would no longer have to worry about spending precious time picking up and dropping off their children.",
sina0812.news.doc-ifxuxhas1753235,1749,U-40,判决生效后，因李某没有自动履行判决确定的义务，王某向沭阳法院申请强制执行。,"Once the verdict enters into force, since Li is not obliged to verify the actions that he must perform according to law, Wang asked the court of Shuyang County to enforce the implementation of said actions.","After the judgment came into effect, because Li did not automatically fulfill the obligations determined in the judgment, Wang applied to Shuyang court for enforcement.",
ifeng0812.news.49767202_0,998,U-41,小鹏觉得吴言跟网络上判若两人，言语枯燥，也不主动发表意见，翻来覆去就是几句“呵呵，好的，是吗”，要不就是“这个我要上网查一下”。,"Xiaopeng felt that Wu Yan was completely different from his online personality. The real Wu Yan used little words and never gave any opinions. The only phrases he would use were: ""Ho ho. Alright. Really?"" or ""I'll check that online.""","Xiao Peng feels that Wu Yan is different from the Internet, the language is boring, do not take the initiative to express their views, flipping over and over is a few words, ""Oh, OK, is it"", or ""This I want to check on the Internet.""",
xinhua0812..c_129223859,1995,U-42,8月11日，光大证券H股公开发售进入最后一天。有消息指出，招股前两日市场反应平淡。按照计划，其将于8月18日在港交所挂牌上市。,"On August 11 is the last day for public sales of Everbright Securities H shares. News revealed that the market has responded coldly for 2 days before initial public offering. According to their plan, the company will be formally listed for public offering at Hong Kong Exchanges and Clearing on August 18.","On August 11, Everbright Securities went into its final day of public offering of H shares. It was reported that market reaction was muted in the first two days of the offering. It is scheduled to be listed on the Hong Kong Stock Exchange on August 18.",
ifeng0812.news.49767006_0,924,U-43,2015年，巴西在全球直接投资中的参与度为3.7%，低于2014年的5.7%。,"In 2015, Brazil's participation rate in global fixed investment was 3.7%, lower than the 5.7% in 2014.","Brazil's participation in global direct investment was 3.7 per cent in 2015, down from 5.7 per cent in 2014.",
ifeng0812.news.49767202_0,996,U-44,然而吴言的朋友小鹏却觉得，生活中的吴言是个“蛮无趣的宅男”。,"Xiaopeng, a friend of Wu Yan, felt that the real life Wu Yan is a ""boring geek"".","However, Wu Yan's friend Xiao Peng feels that Wu Yan in life is a ""pretty boring house man.""",
ifeng0812.news.49767202_0,989,U-45,刚进公司的新人热爱跟同事线上交流，“因为才进单位大家不太熟，通过社交平台的点赞评论，关系才比以前近了许多”。,"The newcomers enjoy online communication with other employees, "" because we are not familiar with each other at the beginning. But the 'like' and comment in the social media will close the distance.""","Newcomers to the company love to communicate with colleagues online, ""because they are not familiar with the unit, through the social platform praise comments, the relationship is much closer than before.""",
ifeng0812.news.49765988_0,792,U-46,根据民政部最近发布的情况，全国6000多万人受灾，直接经济损失超过2000亿元。,Latest information released by the Ministry of Civil Affairs showed that the disaster has affected over 60 million people and led to a direct economic loss of over 200 billion RMB.,"According to a recent release by the Ministry of Civil Affairs, more than 60 million people across the country have been affected by the disaster, with direct economic losses of more than 200 billion yuan.",
ifeng0812.news.49763997_0,511,U-47,据新华社消息澳大利亚新南威尔士州政府11日宣布，将斥资2亿澳元（约合1.54亿美元）对著名的悉尼歌剧院进行建成以来最大规模的修缮。,"According to news from Xinhuanet, the New South Wales state government of Australia will be spending 200 million Australian Dollars (approximately equivalent to 154 million USD) for the largest renovation project for the Sydney Opera House since the construction of the building.","The New South Wales state government will spend 200 million Australian dollars (154 million U.S. dollars) on the biggest renovation of the famous Sydney Opera House since it was built, Xinhua reported Wednesday.",
ifeng0812.news.49766908_0,913,U-48,这三个表层的因素还是反映出了过去我们的增长方式转变相对滞后的原因，就是由政府主导的增长方式至今还没有得到根本性的转变。,"These three superficial factors still reflect the lag in the change in our growth model, i.e., the government driven growth model has yet to experience a fundamental change to date.","These three superficial factors still reflect the fact that the transformation of our growth pattern has lagged behind in the past, that is, the government-led growth pattern has not yet been fundamentally transformed.",
ifeng0812.news.49763997_0,514,U-49,悉尼交响乐团总经理罗里·杰夫斯认为，悉尼歌剧院将借这次改造打个“翻身仗”，成为“世界上音响效果最好的音乐厅之一”。,"​Sydney Symphony Orchestra Managing Director Rory Jeffes believed that the Sydney Opera House would use this renovation to ""turnaround"" and become ""a concert hall with the greatest acoustics in the world.""","Rory Jeffs, general manager of the Sydney Symphony Orchestra, believes the Sydney Opera House will use the revamp to make a ""turnaround"" and become ""one of the best acoustics concert halls in the world.""",
ifeng0812.news.49767414_0,1017,U-50,CEO黄佳佳表示，将全球最佳的学习资源带给中国的孩子们是他们未来五年的战略。,CEO Huang Jiajia expressed that their strategy for the next 5 years is to provide the world's best learning materials to the children in China.,CEO Huang Jiajia says bringing the world's best learning resources to children in China is their strategy for the next five years.,
peopledaily0812.sn.c190241-28822264,1562,U-51,市民在日常出行中，发现爱车被陌生车辆阻碍了，在联系不上陌生车辆司机的情况下，可以使用“微信挪车”功能解决这一困扰。,"A citizen whose car is obstructed by vehicle and is unable to contact the owner of the obstructing vehicle can use the ""WeChat Move the Car"" function to address the issue.","Members of the public who find their cars obstructed by unfamiliar vehicles during their daily journeys can use the ""Twitter Move Car"" feature to address this distress when the driver of the unfamiliar vehicle cannot be reached.",
ifeng0812.news.49767078_0,940,U-52,"该航道流经金乡县、任城区,经南阳湖进入京杭大运河主航道,全长19公里。","This navigation channel and total Lake, Rencheng a via County, the entering, km, has length of through Nanyang District, flowing Jinxiang 19 Grand Canal.","The channel flows through Jinxiang County, Rencheng District, through the Nanyang Lake into the main channel of the Beijing-Hangzhou Grand Canal, a total length of 19 kilometers.",human
ifeng0812.news.49765988_0,784,U-53,8月12日上午，国务院新闻办就2016年7月份国民经济运行情况举行新闻发布会。,"On the morning of August 12, the State Council Information Office held a press conference on the operating conditions of the nation's economy in July 2016.","On the morning of August 12, the Information Office of the State Council held a press conference on the operation of the national economy in July 2016.",
ifeng0812.news.49767202_0,994,U-54,“隐藏在ID之下的你来我往避免了面对面的人际碰撞，不仅有了回旋的余地，甚至给了彼此更多思忖言行的时间和空间。”,"""The ID provides one with a cover to avoid all face-to-face interpersonal conflicts, providing one with more room to maneuver and also provided both sides with more time and space to think about what they say.""","""Hidden under the ID, you and I avoid face-to-face collisions, not only have room to maneuver, and even give each other more time and space to think about words and deeds.""",
ifeng0812.news.49767078_0,943,U-55,"其中,基础通行费按1.75元/载重吨计收,里程通行费按0.05元/公里载重吨计收。","Of which, a basic transportation fee is charged at 1.75 RMB/ton carried. Mileage transportation fee is charged at 0.05 RMB/km for each ton carried.","Among them, is mileage at deadweight / yuan kilometer / yuan charged toll charged 0.05 at the basic 1.75 tons, and the toll is load-bearing tons.",mt
ifeng0812.news.49767542_0,1030,U-56,出席领导共同为第二批“爱心原山”雷锋私家车队授牌。,"Leaders who were present presented an award to the second ""Loving Yuanshan"" Lei Feng private fleet of vehicles.","Attending the leadership jointly for the second batch of ""love the original mountain"" Lei Feng private car team licensing.",
ifeng0812.news.49767078_0,942,U-57,"按照“贷款建设、收费还贷”的原则,济宁市安平运河物流服务中心依据山东省物价局批复的收费标准征收航道通行费。","According to the "" Build by loan, Charge to repay"" principle, Anping Canal Logistic Service Center will charge the passage toll according to the rated approved by Shandong Price Bureau.","In accordance with repayment"", by Logistics approved Shandong Canal the to Anping collects principle waterway fee Service standards toll Center ""loan of Jining the tolls the construction, according Provincial Price Bureau.",mt
ifeng0812.news.49767937_0,1137,U-58,警方提醒广大市民群众，外出时务必锁好家中门窗，对于防盗窗的选择，建议市民群众应当选择材质较硬的钢材。,"The police reminded the public to lock the doors and windows of their homes properly before going out. As for the choice of burglar-proof windows, the public were advised to choose steel of a harder material.","Police remind the general public that they must lock their doors and windows when they go out. For the choice of anti-theft windows, members of the public are advised to choose steel with stronger materials.",
ifeng0812.news.49767078_0,939,U-59,"根据通航需要,老万福河航道采取养护改造的方式,对局部水深进行了浚深,局部急弯进行裁弯取直等,通航条件得以改善。","Based on navigational requirements, the Laowanfu River channel has adopted a method of maintenance and reconstruction, having partially dredged the riverbed to increase its depth, and partially straightening sharp bends in the river, among others. Conditions of the shipping channel have improved.","According to the bend, local depth channel the adopted so of dredged sharp River navigation of the the transformation, maintenance the and way and old of need cut Wanfu navigation, water, on, the and conditions were improved.",mt
ifeng0812.news.49767909_0,1123,U-60,去年“8·11”汇改之前的最后一次汇改措施实施于2005年，十年间人民币对美元显著升值。,"The last exchange rate reform measures prior to the ""8.11"" exchange rate reform last year were implemented in 2005. In the last 10 years, the RMB has appreciated significantly against the USD.","The last change before the August 11, 2005, was a significant appreciation of the renminbi against the dollar over the past decade.",
ifeng0812.news.49767078_0,938,U-61,"老万福河航道流经金乡、鱼台,经南阳湖进入京杭大运河主航道,全长32.5公里。","The navigation Canal of (Beijing-Hangzhou through total has before Grand length Nanyang River Yutai km, Lake, flowing of Jinxiang via and a 32.5 entering, the Laowanfu channel Grand Canal).","Old Wanfu River channel flows through Jinxiang, Yutai, through Nanyang Lake into the main channel of the Beijing-Hangzhou Grand Canal, the total length of 32.5 kilometers.",human
ifeng0812.news.49767078_0,937,U-62,"这两条支流航道采取社会融资方式进行改造建设,收费已获省政府相关部门批准。",The two have by routes navigation means by constructed social departments be branch The approved been of the will of financing. relevant funds provincial government.,"The two tributary waterways are reformed and constructed by means of social financing, and the fees have been approved by the relevant departments of the provincial government.",human
ifeng0812.news.49767078_0,949,U-63,"国家财政拨付的资金不能满足工程建设的需要,制约着航道升级的进度。","The funds provided by the national budget could not satisfy construction costs, limiting the progress for navigation route upgrades.",The funds project by of allocated not can construction of needs state the the meet and of finance the progress restrict upgrading the the the waterway.,mt
sina0812.news.doc-ifxuxhas1750585,1743,U-64,Uber进入台湾市场4年，对当地传统出租车行业产生了不小的冲击。,"Uber has operated in Taiwan for 4 years, significantly impacting the traditional taxi industry in the region.",Uber's entry into the Taiwan market for four years has had a big impact on the region's traditional taxi industry.,
sina0812.news.doc-ifxuxnpy9455610,1802,U-65,经查，2016年7月27日，原赣州市定南县委书记陈阳霞到省纪委报到上班，担任党风政风监督室主任（副厅长级，试用期一年）。,"Upon investigation, the former Ganzhou City Dingnan County Party Committee Secretary Chen Yangxia reported for work at the Provincial Commission for Discipline Inspection on July 27, 2016, assuming the role of director of the Office for Supervising Party and Political Conduct (deputy director-general grade with a one-year probation period).","After investigation, on July 27, 2016, Chen Yangxia, former secretary of the Dingnan County CPC Committee of Ganzhou City, reported to the Provincial Discipline Inspection Commission to work as director of the party style and government style supervision room (deputy director level, one year's probation period).",
sina0812.news.doc-ifxuxhas1750585,1745,U-66,台北市司机工会理事长郑力嘉却表示，Uber来台4年，台当局这月底才召开会议，司机们已无法再等。,"Taipei City Professional Drivers' Union President Cheng Li-chia said however that Uber has been in Taiwan for four years, but the Taiwanese authorities will only convene a meeting at the end of the month. Taxi drivers refuse to wait any longer.","Zheng Lijia, chairman of the Taipei Drivers' Union, said Uber had been in Taiwan for four years and that the Taiwan authorities had only held a meeting at the end of this month and drivers were no longer able to wait.",
ifeng0812.news.49767078_0,945,U-67,"记者从济宁市港航局了解到,目前济宁境内共有4条收费航道,分别为洙水河航道、白马河航道、北大溜航道、老万福河航道。","From the Jining Beidaliu, namely River, Maritime reporter and Jining, 4 and Port Laowanfu navigation that the are channels there Bureau, Baima River, paid within learned Zhushui River navigation channels.","The reporter learned from the port and navigation bureau of jining that there are currently four toll channels in jining, namely, the soshui river channel, the baima river channel, the beidaliu channel, the old wanfu river channel.",human
peopledaily0812.sn.c190241-28822264,1567,U-68,另一方面，对于拒不移车、违法停放或妨害通行的车主，西安交管部门表示，交警届时将会根据实际情况采取不同的处置措施，视情况给予处理。,"On the other hand, for vehicle owners who refuse to move their vehicle, commit parking violations, or obstruct the passage of others, the Xi'an traffic control department expressed that the traffic police will adopt different measures and handle these incidents according to the actual state of the matter.","On the other hand, for those who refuse to drive, illegally park or obstruct the passage of vehicles, Xi'an traffic control department said that the traffic police will then take different measures according to the actual situation, depending on the circumstances of the case to be dealt with.",
ifeng0812.news.49767202_0,990,U-69,爱交友的也常用线上交流，“之前跟朋友因为一些误会有段时间没联络了，后来在一个大群里先对话几句才又热络起来。”,"People who enjoy making friends also used online networking. ""I haven't been contacting a friend for a while due to some misunderstanding. We then shared a few words in a larger group and things got better from there.""","Love to make friends is also commonly used online communication, ""with friends before because of some misunderstanding did not contact for some time, and later in a large group of first dialogue a few words before they warm up again.""",
sina0812.news.doc-ifxuxhas1753235,1751,U-70,李某在收到扣押裁定后，在未经沭阳法院许可的情况下，私自将该养殖场内被扣押的部分蛋鸡卖掉。,"Upon receiving the verdict from the court, Li privately sold, without permission from the court of Shuyang, a number of egg hens from the poultry farm in question that formed part of the seized property.","After receiving the seizure ruling, Li sold part of the hens seized in the farm without the permission of the Shuyang court.",
ifeng0812.news.49766908_0,917,U-71,首先，去产能不是简单的进行总量控制。,"First, removing production capacity is not simply controlling total volume.","First of all, capacity reduction is not simply a matter of total quantity control.",
ifeng0812.news.49765988_0,793,U-72,从工业、投资、交通运输相关指标看，这些地区不同程度受到影响。,"These regions have been affected to varying degrees based on relevant industrial, investment and transportation indicators.","These areas are affected to varying degrees in terms of industrial, investment and transport-related indicators.",
ifeng0812.news.49765988_0,795,U-73,从这些因素来看，7月份部分指标出现波动也是很正常，也是在预期之中。,These factors show that volatility in some of the indicators in July is normal and within expectations.,"Judging from these factors, it is also normal and expected that some of the indicators will fluctuate in July.",
sina0812.news.doc-ifxuxnpy9455610,1803,U-74,当晚饮用的红酒由黎友才个人提供，其他费用由刘某某个人承担。,"The wine for the dinner was provided by Li Youtai, other cost was taken by Liu.","The red wine consumed that night was provided by Li Youcai personally, and the other expenses were borne by Liu.",
ifeng0812.news.49767909_0,1121,U-75,从市场表现来看，一年来，人民币汇率双向浮动特征明显，汇率弹性增强，汇率预期总体平稳。,"In terms of market performance, the RMB exchange rate's characteristic of fluctuating both ways is apparent. The exchange rate's elasticity has increased and is expected to remain generally stable.","From the market performance point of view, over the past year, the two-way floating characteristics of the RMB exchange rate is obvious, the exchange rate flexibility increased, the exchange rate is expected to be generally stable.",
ifeng0812.news.49767078_0,948,U-76,白马河、老万福河、北大溜河等支线航道采取的是纯市场化运作的方式。,"Baima River, tributary adopted pure market-based Laowanfu Beidaliu have operating navigational channels and a River, River other approach.","Baima River, the old Wanfu River, North Daliaohe and other feeder channels to take a purely market-oriented mode of operation.",human
ifeng0812.news.49767006_0,923,U-77,“排名下降的原因是外资对于中期内巴西GDP发展的预期恶化。”,"""The fall in ranking was because foreign investors have downgraded Brazil's medium- to long-term GDP growth forecast.""","""The decline is due to a deterioration in foreign investment expectations for Brazil's GDP growth over the medium term,"" he said.",
ifeng0812.news.49767006_0,929,U-78,不过，2016年上半年，在巴西的国际直接投资已达到338亿美元，和去年同期相比几乎增加了10%。,"However, in the first half of 2016, foreign direct investments in Brazil reached 33.8 billion USD, an increase of nearly 10% compared to the same period last year.","However, international direct investment in Brazil has reached $33.8 billion in the first half of 2016, an increase of almost 10 percent compared to the same period last year.",
ifeng0812.news.49766908_0,905,U-79,行业数据显示，2015年煤炭产能总规模接近60亿吨，全国煤炭产能过剩18亿吨。,"Industry figures revealed that in 2015, coal production capacity totaled approximately 6 billion tonnes, with excess capacity of 1.8 billion tonnes nationwide.","Industry data show that total coal production capacity in 2015 was nearly 6 billion tons, with a national surplus of 1.8 billion tons of coal capacity.",
peopledaily0812.sn.c190241-28822264,1565,U-80,这个新服务功能一是快捷，节省行政成本；二是尊重、保护公民个人隐私；三是全天候、全时段服务。,"The new service firstly provides convenience and reduces administrative costs; secondly, it respects and protects public privacy of citizens; and finally, it offers services at any time of the day.","The first function of this new service is to be fast and save administrative cost; the second is to respect and protect the individual privacy of citizens; and the third is all-weather, full time service.",
ifeng0812.news.49767078_0,936,U-81,升级改造后的京杭大运河支线航道老万福河、北大溜航道9月1日起收取通行费。,"The upgraded Beijing-Hangzhou Canal, River tributary on have to collect Laowanfu channels namely navigation Beidaliu and the channels, reconstructed Grand a started of and toll navigation September 1.","After the upgrading of the Beijing-Hangzhou Grand Canal branch channel old Wanfu River, Beidaliao Channel from September 1 to collect tolls.",human
ifeng0812.news.49765988_0,785,U-82,国家统计局新闻发言人、国民经济综合统计司司长盛来运表示，7月份，国民经济部分指标增速有所放缓，但仍运行在合理区间。,"Sheng Laiyun, National Bureau of Statistics Spokesman and Deputy Director-General of the Department of Comprehensive Statistics said that a number of national economic indicators grew at a slower rate in July but were still operating within a reasonable range.","Sheng Laiyun, spokesman for the National Bureau of Statistics and director of the General Statistics Department of the National Economy, said that the growth rate of some indicators of the national economy had slowed in July, but it was still operating within a reasonable range.",
peopledaily0812.sn.c190241-28822264,1564,U-83,这项服务推出后，日常生活中，市民如遇陌生车辆在驾驶人不在现场的情况下阻碍自己车辆行驶时，就可通过使用“微信挪车”功能解决此类问题。,"Once the service was released, a fellow citizen whose car was obstructed by another vehicle and where the driver of the vehicle was not present, the citizen could use the ""WeChat Move the Car"" function to address the issue.","With the launch of the service, members of the public can tackle such problems in their daily lives by using the ""WeChat Move"" feature when an unfamiliar vehicle obstructs the movement of their vehicle while the driver is not at the scene.",
peopledaily0812.sn.c190241-28822264,1563,U-84,8月11日起，西安交警微信服务号“西安交警”推出“微信挪车”服务。,"The Xi'an Traffic Police WeChat official account ""Xi'an Jiaojing"" released the ""WeChat Move the Car"" service since August 11.","On August 11, Xi'an traffic police WeChat service number ""Xi'an traffic police"" launched ""WeChat mobile"" service.",
ifeng0812.news.49763997_0,512,U-85,新南威尔士州政府表示，此次修缮不会改变歌剧院贝壳状的外形。,"The restoration will not change the shell shape of the theater, said the NSW government.",The NSW government said the renovation would not change the opera house's shell-like appearance.,
ifeng0812.news.49767937_0,1133,U-86,在侦破案件的同时，警方还追缴赃款赃物合计人民币3300余万元。,"While solving the case, the police also recovered illicit money and goods amounting to more than RMB33 million.","While investigating the case, police also recovered more than 33 million yuan in stolen money and property.",
sina0812.news.doc-ifxuxhas1753235,1752,U-87,至2015年3月8日沭阳县公安局勘查时，养殖场内只剩蛋鸡142只。,"During an inspection carried out by the Shuyang County Public Security Bureau on March 8, 2015, there were only 142 egg-laying hens in the chicken farm.","By the time the Yuanyang County Public Security Bureau surveyed on March 8, 2015, there were only 142 eggs left in the farm.",
ifeng0812.news.49767006_0,926,U-88,2015年，巴西的国际直接投资为646亿美元，低于2014年的731亿美元。,"In 2015, Brazil's foreign direct investment amounted to US$64.6 billion, lower than the US$73.1 billion in 2014.","Brazil's international direct investment was $64.6 billion in 2015, down from $73.1 billion in 2014.",
ifeng0812.news.49766908_0,920,U-89,第二，要想在今年年内完成今年的去产能任务，我们还是要充分发挥行政监督和行政监察的力量。,"Secondly, to complete the task of reducing production capacities this year, we must ensure thorough enforcement of our administrative supervision and administrative monitoring capacities.","Second, if we want to complete this year's desalination task within this year, we still have to give full play to the strength of administrative supervision and administrative supervision.",
ifeng0812.news.49766908_0,908,U-90,去年11月到今年1月，秦皇岛5500大卡动力煤价格长期在370元/吨低位徘徊，90%的煤炭企业陷入亏损。,"From November last year to January this year, the Qinhuangdao 5,500 kcal steam coal has been fluctuating around a price of 370 Yuan/ton, and 90% of coal industries are experiencing losses.","Between November last year and January, Qinhuangdao's 5,500 kilocalories of thermal coal prices hovered at a low of 370 yuan / ton for a long time, with 90 percent of coal companies in the red.",
ifeng0812.news.49767937_0,1135,U-91,作案过程中犯罪嫌疑人往往以一幢楼为单位，采用外墙攀爬，撬断防盗窗栅栏的方式从上至下“扫楼式”盗窃。,"When committing crime, a suspect often regards a building as a unit, climbs up via the external wall, breaks the fence, and steals ""floor by floor"" from top to bottom.","Crime in the course of the suspect is often a building as a unit, the use of external climbing, breaking the security fences from the top to the bottom of the ""sweeping"" theft.",
ifeng0812.news.49767909_0,1122,U-92,汇改至今，人民币对美元中间价超百点的上下波动屡屡出现，但过程升贬交替。,"To date, the exchange rate reform has seen the median price of the RMB: USD exchange rate repeatedly fluctuating at more than 100 basis points, with intermittent appreciation and depreciation.","Since the reform of the exchange rate, the RMB against the United States dollar more than 100 points up and down fluctuations frequently occur, but the process of rising and falling alternately.",
ifeng0812.news.49763997_0,513,U-93,悉尼歌剧院是悉尼的地标性建筑之一，由丹麦建筑师约恩·乌特松设计，1973年建成，每年接待约800万参观者。,"The Sydney Opera House designed by Danish architect Jørn Utzon was completed in 1973, receiving around 8 million visitors  annually as a urban landmark.","The Sydney Opera House, one of Sydney's iconic buildings, was designed by Danish architect Jon Utzon and was completed in 1973, hosting about eight million visitors a year.",
ifeng0812.news.49767542_0,1032,U-94,在每次重大灾害面前，原山人都自发组织捐款捐物，向社会伸出援助之手。,"When experiencing a major disaster, the people of Yuanshan will organize themselves to donate money and items, providing a helpful hand to the society.","In the face of every major disaster, the original mountain people have spontaneously organized donations to the community to lend a helping hand.",
ifeng0812.news.49767202_0,985,U-95,线上社交的好处是显而易见的，比如方便快捷，所以特别容易受到年轻族群的青睐。,"The benefit of online social networking is obvious. It is easy and convenient, and is therefore much preferred by younger demographics.","The benefits of online social networking are obvious, such as convenience and speed, making it particularly popular with young people.",
ifeng0812.news.49767202_0,984,U-96,网络社交的势力范围越发广泛，不仅逐渐取代传统的电话联络，甚至渗入到线下真实的生活圈，悄然改变当下民众的社交生活。,"The scope of influence of online social networking has become increasingly widespread. Not only has it gradually replaced traditional phone communication, it has even permeated actual offline living circles, quietly changing the social activities of the masses.","The influence of social networking is becoming more and more extensive, not only gradually replacing the traditional telephone contact, and even infiltrated into the real life circle offline, quietly changing people's social life.",
ifeng0812.news.49767542_0,1029,U-97,市残联副理事长于波出席活动并作重要讲话。,"Chang Yubo, the deputy director of the Disabled Persons' Federation of the city, attended the event and gave an important address.",City Disabled Association vice president Yu Bo attended the event and made an important speech.,
ifeng0812.news.49767006_0,928,U-98,“在巴西共有288个‘绿地投资’项目，而2003年至2014年的年平均量为314个”。,"""There is a total of 288 ""Green Field Investment"" projects in Brazil. From 2003 to 2014, the annual average was 314 such projects.""","""There are 288 'greenfield investment' projects in Brazil, compared with an annual average of 314 between 2003 and 2014,"" he said.",
ifeng0812.news.49767909_0,1126,U-99,本周，中国海关总署公布的统计数据显示，今年前7个月，中国进出口总值13.21万亿元人民币，比去年同期下降3％。,"Figures announced by the General Administration of Customs this week revealed that for the first seven months of this year, China's total imports and exports fell 3% year-on-year to RMB13.21 trillion.","This week, statistics released by China's General Administration of Customs showed that China's imports and exports totaled 13.21 trillion yuan in the first seven months of this year, down 3 percent from the same period last year.",
peopledaily0812.sn.c190241-28822264,1566,U-100,只要市民有微信，就可以非常便捷地自行操作，这种方式相对能使移车双方都能比较友好轻松地“相遇”，缓解停车难问题，并可减少涉车的治安案件发生。,"This can be operated independently and very conveniently by any citizen with WeChat. This method allows both parties in the vehicle moving issue to ""meet"" in a more amiable and light-hearted manner, alleviate issues of parking difficulties, and reduce public security incidents relating to vehicles.","As long as citizens have WeChat, they can be very convenient to operate on their own, which can relatively make both sides of the car can be relatively friendly and easy to ""meet"" to ease parking problems, and can reduce the occurrence of vehicle-related security cases.",
ifeng0812.news.49767909_0,1120,U-101,一年以来，汇改成果显著，人民币汇率保持基本稳定，同时也为推动人民币国际化奠定了基础。,"Since a year ago, the results of the exchange rate reform have been significant. The RMB exchange rate has remained generally stable. The reform has also laid the foundation for advancing the internationalization of the RMB at the same time.","Over the past year, the results of the exchange rate reform have been remarkable, and the RMB exchange rate has remained basically stable. At the same time, it has laid a foundation for promoting the internationalization of the renminbi.",
ifeng0812.news.49767414_0,1018,U-102,据了解，“51Talk的最大优势就在于能够满足不同年龄段不同需求的用户。,"According to information, ""The biggest advantage of 51Talk lies in its ability to cater to the different requirements of users of different age groups.","It is understood that ""51Talk's greatest strength lies in being able to meet the needs of users of different age groups.",
ifeng0812.news.49767414_0,1016,U-103,51Talk无忧英语被认为在构建在线教育行业生态圈方面具有里程碑的意义。,51Talk is believed to have landmark significance in the area of building an online education industry ecosphere.,51Talk worry-free English is considered a milestone in building an online education industry ecosystem.,
